qname	taxonomy	db
916-T12~k141_102698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~k141_140063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T9~k141_47621	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~k141_177239	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T10~k141_112144	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T5~k141_81111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T6~k141_66501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T10~k141_151970	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~NODE_1510_length_35483_cov_38.361353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T10~NODE_670_length_35436_cov_6.871230	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T9~k141_63173	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T2~k141_106243	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T10~NODE_230_length_35351_cov_5.853524	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~k141_147873	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~NODE_611_length_35138_cov_134.938460	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T12~NODE_476_length_35117_cov_5.714791	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T5~k141_101467	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~k141_60860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T3~NODE_528_length_34947_cov_16.255417	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T11~NODE_753_length_34893_cov_5.948160	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2a~k141_125926	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T1~NODE_508_length_34809_cov_5.021753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~NODE_625_length_34778_cov_13.894911	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~k141_100120	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T11~k141_147792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T5~NODE_677_length_34656_cov_7.979943	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T9~k141_104921	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T9~k141_181475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T4~k141_169506	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~k141_355212	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T10~k141_24339	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T2~NODE_737_length_34380_cov_12.368274	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~k141_139342	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T10~k141_36336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T1~NODE_988_length_34170_cov_19.862201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T10~k141_11279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T5~NODE_692_length_34067_cov_8.571857	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T7~k141_84109	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T1~k141_132449	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T9~NODE_768_length_34034_cov_68.071250	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T7~k141_131049	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T9~NODE_925_length_33874_cov_26.144150	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~NODE_1136_length_33871_cov_7.673675	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T3~NODE_895_length_33862_cov_16.862721	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T4b~k141_80176	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~NODE_1048_length_33824_cov_119.878320	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T7~NODE_953_length_33823_cov_12.276090	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T11~NODE_859_length_33823_cov_8.599917	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T3~k141_16847	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T10~NODE_978_length_33680_cov_105.326275	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T6~NODE_1584_length_33680_cov_718.221621	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T7~k141_14924	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T6~k141_84299	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~k141_97663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~NODE_1004_length_33514_cov_23.266236	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~NODE_1061_length_33514_cov_69.954810	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T9~NODE_764_length_33498_cov_15.127829	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T1~NODE_856_length_33428_cov_9.013873	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T2~k141_138828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~NODE_940_length_33389_cov_15.948461	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T1~k141_162419	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T12~k141_216993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~k141_147884	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~NODE_536_length_33292_cov_7.383819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2b~k141_146652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T6~NODE_749_length_33257_cov_57.445064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T3~NODE_642_length_33150_cov_42.672458	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T9~k141_172523	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T7~NODE_481_length_33068_cov_6.002908	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T5~k141_143230	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T6~k141_261520	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~k141_89938	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T1~NODE_644_length_32900_cov_10.553783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~NODE_1400_length_32900_cov_14.518466	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T3~k141_80019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T12~NODE_1004_length_32872_cov_34.138709	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T3~NODE_765_length_32872_cov_17.535942	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~NODE_1402_length_32872_cov_21.483012	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T3~NODE_588_length_32859_cov_29.266309	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2a~NODE_1156_length_32807_cov_20.869779	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T7~k141_168730	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~NODE_1037_length_32661_cov_37.032049	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T7~NODE_1113_length_32648_cov_22.713896	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~NODE_798_length_32622_cov_13.910154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T4b~k141_85993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~NODE_1015_length_32586_cov_15.621899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~NODE_693_length_32586_cov_12.779257	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T4~NODE_737_length_32572_cov_12.622874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~k141_82915	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~NODE_1022_length_32478_cov_40.824908	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T5~k141_110028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~k141_33986	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T10~NODE_620_length_32340_cov_27.462785	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T9~NODE_1172_length_32268_cov_9.702698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T10~NODE_623_length_32266_cov_32.138307	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T9~k141_87860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T6~k141_43994	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T4~k141_66484	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T2~k141_11055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T10~NODE_997_length_32142_cov_29.627326	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~NODE_985_length_32131_cov_54.953704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~k141_67464	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T9~k141_175599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~k141_69524	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T9~k141_66985	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T6~k141_33628	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T9~k141_183458	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~k141_163665	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~k141_135544	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~k141_132301	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~NODE_504_length_31852_cov_7.081454	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~NODE_1048_length_31832_cov_35.800076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~k141_81887	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T6~NODE_1664_length_31729_cov_99.797942	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~k141_49680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2a~k141_4211	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T2~k141_1352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~k141_367680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T9~k141_78375	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~k141_45388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~NODE_772_length_31310_cov_17.958311	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T10~k141_23364	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T10~k141_143764	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T6~k141_21079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T11~NODE_935_length_31262_cov_10.664627	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T6~NODE_821_length_31149_cov_45.192642	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T6~NODE_395_length_31011_cov_122.858380	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~k141_209939	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T12~k141_76084	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T10~NODE_744_length_30925_cov_20.128669	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~NODE_665_length_30925_cov_5.530969	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~k141_132435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~k141_42842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~NODE_877_length_30809_cov_36.263673	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~NODE_1644_length_30809_cov_280.701957	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T3~NODE_539_length_30782_cov_12.050542	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T3~k141_97461	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T9~NODE_1134_length_30684_cov_14.382970	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T3~k141_175715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T12~NODE_1083_length_30590_cov_66.943114	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T9~k141_132008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T4~NODE_811_length_30566_cov_29.247026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T3~NODE_854_length_30536_cov_8.847052	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T11~NODE_967_length_30477_cov_185.698803	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T2~k141_90737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T3~k141_109037	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T7~NODE_1226_length_30358_cov_8.826288	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T2~NODE_884_length_30331_cov_9.891201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T9~NODE_1087_length_30225_cov_37.041332	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~k141_114450	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T4~NODE_689_length_30154_cov_7.448786	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~NODE_755_length_30041_cov_36.094044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T10~k141_225988	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T3~k141_53836	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T1~k141_193334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T6~NODE_755_length_29838_cov_4.824061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T9~NODE_1180_length_29831_cov_32.300678	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~NODE_564_length_29800_cov_26.398655	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T6~k141_21143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T4~NODE_704_length_29730_cov_37.370312	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~NODE_1166_length_29728_cov_6.331143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T1~NODE_1115_length_29688_cov_8.812574	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T7~NODE_1275_length_29482_cov_15.898563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T11~NODE_1236_length_29441_cov_8.174028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~k141_268967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T1~NODE_739_length_29421_cov_10.981101	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T11~NODE_921_length_29406_cov_59.859971	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~NODE_784_length_29358_cov_7.126676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~k141_176950	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T12~k141_62715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~k141_134063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T7~NODE_578_length_29228_cov_6.573030	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T7~k141_147312	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T4b~k141_23034	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~k141_152281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~k141_123287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T11~NODE_1031_length_29030_cov_5.435686	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T11~k141_74455	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~NODE_713_length_28944_cov_5.182803	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T6~NODE_1807_length_28925_cov_6.297056	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T5~k141_29677	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~k141_6357	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T1~NODE_1102_length_28579_cov_6.204179	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T7~k141_138774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T10~k141_74073	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~NODE_1675_length_28436_cov_7.866002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T6~k141_83078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~NODE_814_length_28261_cov_5.829611	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T6~k141_245319	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T7~NODE_964_length_28230_cov_16.719503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T7~k141_68592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T9~NODE_1172_length_28187_cov_41.936123	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;;;	IMG_VR
925-T12~k141_89344	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T6~NODE_1847_length_28154_cov_81.584647	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~NODE_824_length_28077_cov_43.573621	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T11~NODE_985_length_28074_cov_7.824655	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T11~NODE_458_length_28049_cov_5.944095	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T9~k141_75357	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T10~k141_148257	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T7~k141_68201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T10~NODE_1018_length_27680_cov_20.196959	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~k141_214361	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T4b~k141_24118	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~k141_187195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T2~k141_109505	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T3~NODE_820_length_27546_cov_8.293260	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T9~NODE_1455_length_27525_cov_20.601675	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
